PAY_1,LIMIT_BAL,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_2,MARRIAGE,SEX,EDUCATION,default_pay
3,50000.0,35592.0,1800.0,1200.0,3,2,2,2,1
1,210000.0,0.0,0.0,0.0,-2,2,1,1,1
1,180000.0,5265.0,0.0,0.0,2,2,1,2,1
2,50000.0,39589.0,1500.0,1600.0,3,1,1,3,1
-1,320000.0,752.0,0.0,1948.0,2,2,1,1,1
2,50000.0,2400.0,0.0,0.0,2,2,2,3,1
4,20000.0,16549.0,0.0,600.0,3,1,2,2,1
1,50000.0,26957.0,2000.0,0.0,2,2,1,1,1
2,30000.0,31746.0,1800.0,1100.0,2,1,2,2,1
3,120000.0,87057.0,0.0,2700.0,3,2,2,2,1
-1,150000.0,850.0,0.0,0.0,-1,1,2,1,1
2,30000.0,25851.0,1779.0,1402.0,0,2,1,2,1
0,30000.0,27631.0,2000.0,1500.0,0,1,2,3,1
2,30000.0,22329.0,2000.0,1400.0,0,2,1,1,1
1,20000.0,19443.0,0.0,1000.0,3,2,1,2,1
4,100000.0,175441.0,0.0,0.0,3,1,2,3,1
2,20000.0,10512.0,2000.0,0.0,2,2,1,1,1
1,20000.0,19403.0,0.0,1298.0,2,2,1,2,1
1,200000.0,0.0,0.0,0.0,-2,2,2,1,1
1,200000.0,0.0,552.0,2531.0,-1,1,1,2,1
2,110000.0,110327.0,5332.0,0.0,2,1,2,2,1
-1,300000.0,360.0,360.0,360.0,-1,2,1,1,1
1,30000.0,30814.0,0.0,1500.0,2,1,1,3,1
0,50000.0,74969.0,2846.0,2671.0,0,1,1,3,1
-1,260000.0,399.0,399.0,399.0,-1,2,1,1,1
2,30000.0,23848.0,700.0,1000.0,2,1,1,3,1
2,30000.0,31202.0,2415.0,0.0,2,2,2,1,1
-1,30000.0,390.0,390.0,780.0,-1,2,1,2,1
0,260000.0,200593.0,8500.0,7000.0,0,1,2,2,1
2,100000.0,47253.0,3000.0,5000.0,0,1,2,1,1
0,20000.0,13896.0,2000.0,2500.0,0,2,1,2,1
0,40000.0,30096.0,1300.0,2013.0,0,2,1,1,1
0,20000.0,15654.0,1330.0,1170.0,0,1,2,3,1
2,140000.0,136785.0,5051.0,12602.0,0,1,1,1,1
0,110000.0,94025.0,8942.0,3800.0,0,1,2,3,1
0,60000.0,35187.0,1616.0,1600.0,0,2,1,3,1
1,130000.0,0.0,0.0,0.0,-2,2,2,3,1
-1,490000.0,389.0,377.0,481.0,-1,1,1,3,1
0,20000.0,17679.0,1300.0,1277.0,0,1,2,2,1
2,50000.0,29767.0,1615.0,1670.0,0,1,2,2,1
0,330000.0,265362.0,7500.0,8001.0,0,2,1,1,1
1,50000.0,49371.0,1800.0,240.0,2,1,1,2,1
-1,210000.0,326.0,326.0,326.0,-1,2,1,1,1
-1,170000.0,2000.0,2210.0,3000.0,-1,1,1,1,1
-1,260000.0,148.0,7.0,12117.0,2,2,2,1,1
0,100000.0,36014.0,4200.0,900.0,0,2,1,1,1
-1,10000.0,17560.0,2537.0,1000.0,0,1,1,5,1
1,320000.0,0.0,0.0,0.0,-2,1,2,1,1
2,60000.0,39986.0,2000.0,2100.0,0,1,1,1,1
1,240000.0,124425.0,10839.0,5000.0,2,1,2,2,1
0,260000.0,175247.0,8500.0,5950.0,0,1,1,2,1
1,120000.0,0.0,0.0,0.0,-2,1,1,1,1
0,30000.0,27444.0,2000.0,1800.0,0,2,2,2,1
2,50000.0,43870.0,0.0,1700.0,3,2,2,1,1
2,180000.0,177113.0,7800.0,0.0,2,1,2,2,1
2,260000.0,228443.0,10698.0,24799.0,0,1,2,2,1
-1,180000.0,8000.0,0.0,0.0,-1,1,2,2,1
1,140000.0,82265.0,5747.0,0.0,3,2,1,2,1
4,50000.0,38965.0,0.0,1700.0,3,2,2,1,1
-1,30000.0,5867.0,0.0,0.0,3,1,2,3,1
-1,200000.0,1319.0,4997.0,3650.0,-1,1,2,2,1
0,80000.0,9933.0,1370.0,1233.0,0,2,2,2,1
2,50000.0,43333.0,4000.0,2000.0,2,1,1,1,1
2,30000.0,9884.0,0.0,1200.0,2,1,2,2,1
2,90000.0,86643.0,3881.0,3000.0,2,1,2,2,1
2,50000.0,15679.0,1100.0,2150.0,2,2,2,2,1
2,70000.0,5730.0,2000.0,2000.0,0,2,2,1,1
-1,220000.0,8304.0,11526.0,1282.0,-1,2,2,1,1
0,20000.0,66599.0,2317.0,2579.0,0,2,1,1,1
0,30000.0,25498.0,1451.0,1408.0,0,2,2,2,1
1,60000.0,47987.0,1788.0,0.0,2,1,2,3,1
0,500000.0,499231.0,22600.0,501.0,0,1,1,2,1
-1,100000.0,8102.0,2500.0,0.0,2,2,1,2,1
0,120000.0,100727.0,4324.0,3234.0,0,2,2,2,1
2,30000.0,24014.0,2274.0,2217.0,2,1,2,2,1
0,90000.0,87916.0,5800.0,5400.0,0,2,2,1,1
3,100000.0,104489.0,0.0,4384.0,2,2,2,2,1
0,50000.0,41940.0,1748.0,1253.0,0,2,2,1,1
-1,100000.0,671.0,671.0,671.0,-1,2,1,1,1
-1,120000.0,2486.0,260.0,5753.0,-1,1,1,2,1
0,60000.0,28842.0,2000.0,2000.0,0,1,1,2,1
1,50000.0,30505.0,0.0,1831.0,2,1,2,3,1
2,240000.0,6848.0,836.0,2508.0,-1,1,1,2,1
2,210000.0,174134.0,16.0,6800.0,2,1,2,2,1
0,50000.0,20838.0,3000.0,0.0,0,1,2,2,1
4,30000.0,7221.0,0.0,0.0,3,1,1,3,1
2,50000.0,39159.0,1669.0,1684.0,0,1,1,1,1
2,30000.0,22440.0,2390.0,0.0,2,2,1,3,1
-2,350000.0,16459.0,941.0,44743.0,-2,1,1,1,1
2,30000.0,18659.0,4500.0,0.0,2,1,1,3,1
2,100000.0,53530.0,3000.0,2000.0,2,1,2,3,1
0,100000.0,101972.0,16608.0,0.0,0,1,2,3,1
2,60000.0,30013.0,2000.0,2000.0,0,1,1,1,1
2,70000.0,45251.0,1800.0,3700.0,0,1,2,1,1
0,150000.0,141415.0,5457.0,5661.0,0,1,2,3,1
-1,70000.0,3635.0,1100.0,0.0,2,2,1,1,1
-2,310000.0,115.0,894.0,0.0,-2,1,2,1,1
0,50000.0,48423.0,2150.0,956.0,0,2,1,3,1
0,240000.0,3972.0,783.0,0.0,-1,1,1,2,1
1,260000.0,15502.0,18000.0,16666.0,-1,2,2,1,1
1,20000.0,18718.0,0.0,3000.0,2,2,2,2,1
2,70000.0,50241.0,2000.0,0.0,2,1,2,2,1
-1,50000.0,390.0,1499.0,780.0,-1,2,2,2,1
-2,500000.0,0.0,0.0,0.0,-2,2,2,3,1
1,70000.0,29836.0,1800.0,600.0,3,1,2,2,1
1,20000.0,10407.0,0.0,2000.0,2,2,2,1,1
2,10000.0,7554.0,1500.0,2000.0,0,2,1,1,1
1,360000.0,0.0,0.0,0.0,-2,1,1,1,1
1,70000.0,17461.0,0.0,1400.0,2,2,2,2,1
-1,20000.0,3527.0,1241.0,1700.0,0,2,2,1,1
1,180000.0,149172.0,4600.0,4207.0,-2,2,1,2,1
0,60000.0,60597.0,5504.0,0.0,0,1,2,2,1
1,20000.0,6885.0,2000.0,0.0,2,1,1,1,1
0,220000.0,28132.0,2700.0,1534.0,0,1,2,2,1
2,400000.0,5523.0,8037.0,0.0,-1,1,2,3,1
2,240000.0,2500.0,0.0,0.0,2,1,2,2,1
2,120000.0,111840.0,5300.0,3600.0,2,2,2,2,1
1,50000.0,4759.0,0.0,0.0,3,1,1,3,1
2,80000.0,75444.0,6400.0,0.0,2,2,2,2,1
1,360000.0,0.0,0.0,0.0,-2,1,1,2,1
2,20000.0,17870.0,1462.0,1367.0,0,1,1,2,1
1,20000.0,19074.0,0.0,2300.0,2,2,1,3,1
1,130000.0,0.0,0.0,0.0,-2,2,2,1,1
2,30000.0,12109.0,1300.0,1500.0,2,1,2,1,1
-1,80000.0,2346.0,0.0,0.0,-1,2,2,2,1
2,120000.0,25719.0,5000.0,3000.0,0,2,1,1,1
2,80000.0,80508.0,3100.0,0.0,2,1,2,2,1
2,370000.0,334394.0,14005.0,12004.0,0,2,1,2,1
1,20000.0,17529.0,0.0,780.0,3,2,1,2,1
0,220000.0,36106.0,3000.0,3000.0,0,2,2,2,1
2,110000.0,107507.0,7960.0,0.0,2,1,2,1,1
2,200000.0,7300.0,3238.0,2655.0,-1,1,1,2,1
0,140000.0,138036.0,6600.0,7000.0,0,2,2,1,1
1,80000.0,21004.0,0.0,2500.0,2,2,1,1,1
-1,550000.0,42141.0,1522.0,1495.0,-1,1,1,1,1
1,30000.0,23171.0,0.0,0.0,3,1,1,2,1
0,50000.0,37651.0,1754.0,2900.0,0,1,2,3,1
0,420000.0,415257.0,16850.0,15522.0,0,1,1,2,1
-1,140000.0,6007.0,7340.0,7983.0,-1,1,1,2,1
1,500000.0,0.0,0.0,0.0,-2,1,2,1,1
-1,90000.0,316.0,316.0,316.0,-1,1,2,2,1
0,30000.0,36124.0,2500.0,2215.0,0,2,1,2,1
1,110000.0,10448.0,0.0,5000.0,2,1,2,2,1
-1,200000.0,390.0,31638.0,770.0,-1,1,2,2,1
1,20000.0,6535.0,0.0,1500.0,2,2,1,2,1
1,40000.0,11402.0,0.0,1200.0,2,1,2,2,1
0,50000.0,6673.0,1056.0,1000.0,0,2,1,3,1
0,10000.0,7606.0,2000.0,2000.0,0,2,1,2,1
1,150000.0,88590.0,0.0,7400.0,2,2,1,1,1
-1,190000.0,390.0,390.0,390.0,-1,1,1,1,1
0,200000.0,198878.0,7700.0,7527.0,0,2,2,2,1
-1,150000.0,1551.0,2990.0,4175.0,-1,2,2,1,1
1,280000.0,188894.0,10101.0,8000.0,2,1,1,2,1
-1,40000.0,10371.0,2567.0,0.0,-1,1,1,1,1
0,50000.0,14633.0,1218.0,1254.0,0,2,1,2,1
2,40000.0,19827.0,1500.0,1000.0,2,2,2,1,1
0,50000.0,48310.0,2300.0,1400.0,0,1,1,1,1
2,50000.0,44961.0,4000.0,0.0,2,1,2,3,1
-1,80000.0,1473.0,1473.0,24770.0,-1,1,1,1,1
2,30000.0,17643.0,1500.0,0.0,2,1,2,3,1
-1,50000.0,5310.0,29000.0,1000.0,0,2,2,1,1
2,60000.0,43662.0,0.0,3628.0,2,2,2,1,1
-1,130000.0,296.0,1003.0,0.0,0,2,1,2,1
0,90000.0,15952.0,3100.0,1000.0,0,1,1,1,1
5,220000.0,216435.0,8355.0,1000.0,6,1,2,2,1
2,30000.0,25161.0,0.0,5000.0,2,1,1,3,1
1,30000.0,0.0,0.0,0.0,-2,2,2,1,1
1,20000.0,19911.0,1500.0,0.0,2,1,2,2,1
3,100000.0,2000.0,0.0,3000.0,2,1,1,2,1
2,80000.0,7431.0,2600.0,350.0,2,1,1,3,1
0,80000.0,30900.0,0.0,0.0,0,1,2,2,1
2,90000.0,124457.0,6600.0,0.0,2,2,2,2,1
-1,140000.0,832.0,0.0,825.0,-1,2,1,1,1
-1,70000.0,4168.0,0.0,0.0,3,2,1,1,1
0,10000.0,7680.0,2616.0,0.0,0,2,1,1,1
-1,50000.0,550.0,1974.0,0.0,-1,2,1,3,1
-1,300000.0,206.0,555.0,0.0,-1,1,1,1,1
2,10000.0,3577.0,2500.0,300.0,2,1,1,3,1
3,70000.0,49201.0,0.0,5100.0,2,2,2,2,1
1,360000.0,0.0,0.0,0.0,-2,2,2,2,1
1,30000.0,27254.0,0.0,1772.0,2,2,2,2,1
0,20000.0,11805.0,1400.0,1023.0,0,2,1,3,1
-1,210000.0,390.0,1732.0,0.0,-1,1,1,3,1
1,420000.0,72874.0,0.0,2000.0,2,2,2,3,1
2,30000.0,1050.0,0.0,0.0,2,2,2,2,1
2,20000.0,14328.0,3114.0,800.0,2,1,1,3,1
0,50000.0,12630.0,1211.0,1202.0,0,2,2,2,1
1,360000.0,0.0,0.0,0.0,-2,2,1,2,1
2,80000.0,62824.0,2178.0,2674.0,0,2,1,2,1
1,360000.0,0.0,0.0,0.0,-2,2,1,2,1
0,20000.0,14993.0,1800.0,2800.0,0,3,2,1,1
0,50000.0,47411.0,1300.0,1210.0,0,2,2,2,1
2,50000.0,37350.0,3000.0,2000.0,0,2,2,3,1
1,110000.0,112597.0,0.0,4000.0,2,2,2,2,1
1,360000.0,0.0,0.0,0.0,-2,1,2,3,1
1,180000.0,-200.0,0.0,0.0,-2,2,2,1,1
2,100000.0,47243.0,2000.0,1900.0,2,1,2,2,1
-1,120000.0,200.0,1986.0,0.0,-1,2,2,1,1
7,80000.0,81071.0,0.0,0.0,6,2,1,3,1
-1,120000.0,8922.0,35000.0,5000.0,0,2,1,1,1
-1,10000.0,12.0,0.0,0.0,-1,2,1,2,1
1,30000.0,15164.0,2000.0,1000.0,2,2,2,2,1
1,80000.0,84718.0,0.0,0.0,4,2,2,3,1
-1,240000.0,652.0,0.0,326.0,2,1,2,1,1
-2,240000.0,4400.0,0.0,1129.0,-2,2,2,2,1
2,50000.0,28129.0,1800.0,0.0,2,2,1,3,1
1,50000.0,49252.0,1521.0,1345.0,2,1,1,1,1
-2,80000.0,398.0,381.0,607.0,-2,1,2,2,1
1,50000.0,32119.0,0.0,6900.0,2,1,1,3,1
-1,20000.0,390.0,780.0,0.0,-1,2,1,2,1
0,70000.0,41511.0,4000.0,0.0,0,2,2,2,1
-1,50000.0,390.0,390.0,390.0,-1,1,2,2,1
2,50000.0,50951.0,2500.0,2100.0,0,2,1,3,1
0,260000.0,244736.0,10000.0,10000.0,0,1,1,1,1
-1,230000.0,2630.0,0.0,0.0,-1,2,2,1,1
0,240000.0,227819.0,8200.0,8800.0,0,2,2,3,1
0,120000.0,105356.0,3931.0,9600.0,0,2,2,1,1
1,340000.0,-8.0,0.0,0.0,-2,1,2,2,1
0,180000.0,71702.0,2950.0,2200.0,0,2,2,3,1
0,30000.0,30190.0,1532.0,2169.0,0,2,2,2,1
0,100000.0,90939.0,3467.0,2000.0,0,1,1,4,1
1,240000.0,138103.0,500.0,6000.0,2,1,1,1,1
3,20000.0,17710.0,0.0,3000.0,2,2,1,2,1
0,110000.0,1877.0,1000.0,1000.0,0,2,2,2,1
2,20000.0,9736.0,3500.0,200.0,2,2,2,1,1
2,10000.0,1050.0,0.0,0.0,2,2,1,3,1
4,20000.0,19529.0,0.0,0.0,3,2,2,2,1
5,100000.0,90822.0,0.0,0.0,4,2,1,2,1
1,360000.0,0.0,0.0,0.0,-2,1,2,2,1
2,30000.0,27896.0,0.0,2659.0,2,1,2,2,1
-1,160000.0,2734.0,0.0,625.0,-1,1,2,2,1
1,240000.0,0.0,0.0,0.0,-2,2,1,1,1
2,50000.0,26411.0,3231.0,0.0,2,2,2,3,1
3,50000.0,49747.0,2500.0,14.0,2,2,1,2,1
1,100000.0,24377.0,1400.0,0.0,2,2,1,2,1
2,60000.0,61093.0,1739.0,1791.0,0,1,2,2,1
-1,120000.0,890.0,390.0,390.0,-1,2,1,1,1
-1,240000.0,5367.0,6959.0,15.0,-1,2,2,1,1
0,290000.0,183800.0,6820.0,8500.0,0,1,1,1,1
0,70000.0,7139.0,1500.0,2000.0,0,2,2,3,1
1,60000.0,44193.0,0.0,5000.0,2,2,2,2,1
0,50000.0,42462.0,1928.0,1200.0,0,1,1,2,1
0,200000.0,151955.0,9201.0,5000.0,0,1,2,2,1
3,30000.0,14190.0,0.0,2046.0,2,2,2,1,1
2,30000.0,28510.0,2000.0,1200.0,0,2,2,2,1
-1,200000.0,660.0,1320.0,0.0,-1,2,2,1,1
3,20000.0,10135.0,2100.0,0.0,2,1,1,3,1
1,200000.0,2667.0,0.0,4000.0,2,1,2,2,1
0,50000.0,11583.0,5000.0,10000.0,0,1,1,2,1
0,60000.0,24677.0,3000.0,2000.0,0,3,1,2,1
0,290000.0,6615.0,2000.0,2000.0,0,1,2,1,1
1,310000.0,266629.0,9500.0,0.0,2,1,2,2,1
0,50000.0,50557.0,2283.0,2225.0,0,2,1,2,1
2,50000.0,10728.0,1504.0,2000.0,0,2,2,2,1
1,50000.0,40159.0,2100.0,0.0,2,2,1,2,1
-1,100000.0,2206.0,0.0,452.0,2,1,1,1,1
0,30000.0,2273.0,2000.0,1300.0,0,1,2,2,1
1,50000.0,28731.0,0.0,1482.0,2,2,1,2,1
1,50000.0,32814.0,0.0,1550.0,2,2,2,2,1
1,30000.0,10033.0,0.0,3192.0,2,3,2,3,1
0,30000.0,29493.0,2006.0,1500.0,0,1,1,2,1
2,270000.0,275572.0,10332.0,10000.0,0,1,1,2,1
-1,80000.0,1019.0,8479.0,2000.0,-1,2,2,2,1
1,20000.0,21635.0,0.0,1303.0,2,1,1,2,1
1,50000.0,19203.0,0.0,1299.0,2,2,1,2,1
-1,20000.0,2300.0,0.0,0.0,-1,1,1,3,1
-1,420000.0,13207.0,6222.0,9723.0,-1,2,2,1,1
0,60000.0,34733.0,3600.0,0.0,0,1,2,2,1
1,20000.0,16332.0,2500.0,1000.0,2,2,1,2,1
1,50000.0,0.0,0.0,0.0,-2,2,2,1,1
4,50000.0,51300.0,0.0,0.0,4,2,2,3,1
0,10000.0,8660.0,1800.0,1300.0,0,2,2,2,1
1,100000.0,53111.0,4000.0,5600.0,2,2,2,2,1
-2,30000.0,780.0,0.0,390.0,-2,2,1,3,1
0,30000.0,8341.0,2000.0,2000.0,0,2,2,1,1
0,30000.0,8679.0,1190.0,1858.0,0,2,2,1,1
1,200000.0,0.0,0.0,0.0,-2,2,2,1,1
0,130000.0,106140.0,3003.0,2000.0,0,3,1,3,1
1,10000.0,5674.0,0.0,2800.0,2,3,1,3,1
1,210000.0,-9.0,0.0,1748.0,-2,1,1,1,1
0,180000.0,4524.0,2000.0,1200.0,0,1,1,2,1
1,70000.0,71570.0,0.0,2705.0,2,1,2,2,1
5,30000.0,32755.0,0.0,0.0,4,2,1,3,1
0,270000.0,156346.0,7000.0,9000.0,0,1,1,1,1
1,60000.0,49099.0,1800.0,1710.0,2,2,2,2,1
1,230000.0,0.0,0.0,0.0,-2,2,1,2,1
2,30000.0,13594.0,1000.0,1000.0,2,1,1,3,1
2,70000.0,67505.0,2600.0,2056.0,0,1,1,3,1
0,40000.0,26663.0,5700.0,1000.0,0,2,1,2,1
0,100000.0,101761.0,3856.0,3919.0,0,1,1,1,1
2,30000.0,15246.0,3141.0,0.0,2,1,2,2,1
-1,200000.0,3374.0,4053.0,0.0,-1,2,2,2,1
-1,210000.0,880.0,724.0,1000.0,-1,1,1,1,1
1,200000.0,0.0,479.0,0.0,-1,1,1,1,1
-1,60000.0,264.0,264.0,264.0,-1,2,1,1,1
0,50000.0,50628.0,2350.0,3000.0,0,1,2,2,1
0,180000.0,12303.0,2000.0,1700.0,0,1,1,3,1
2,30000.0,29144.0,2033.0,1420.0,0,2,1,3,1
1,100000.0,59121.0,0.0,6000.0,2,1,1,2,1
-1,90000.0,3363.0,174.0,1473.0,-1,1,2,3,1
2,100000.0,44078.0,2000.0,3841.0,2,1,2,2,1
0,50000.0,25551.0,2733.0,759.0,0,1,1,2,1
0,500000.0,403800.0,17000.0,16500.0,0,1,1,1,1
2,110000.0,103356.0,2700.0,1827.0,0,2,1,3,1
2,20000.0,15997.0,1600.0,1602.0,0,2,2,2,1
2,160000.0,16626.0,0.0,2000.0,2,2,2,3,1
0,70000.0,71230.0,2500.0,3108.0,0,1,2,3,1
2,130000.0,134505.0,6200.0,0.0,2,2,1,2,1
1,200000.0,0.0,340.0,0.0,-1,1,2,3,1
2,50000.0,42380.0,1901.0,1744.0,0,2,2,2,1
3,30000.0,13784.0,0.0,1234.0,2,2,1,3,1
0,50000.0,5800.0,2500.0,0.0,0,2,2,1,1
2,100000.0,101329.0,3900.0,6000.0,0,2,1,1,1
0,50000.0,35116.0,1441.0,1500.0,0,1,2,2,1
1,20000.0,8766.0,0.0,5000.0,2,1,1,3,1
-1,210000.0,326.0,326.0,978.0,-1,1,2,2,1
3,100000.0,87791.0,0.0,2500.0,2,2,2,1,1
1,20000.0,-348.0,0.0,0.0,-2,2,1,1,1
0,50000.0,48331.0,2300.0,2200.0,0,2,1,2,1
2,150000.0,63486.0,4330.0,3.0,2,2,2,2,1
0,20000.0,16828.0,20192.0,0.0,-1,1,1,2,1
6,190000.0,254951.0,0.0,0.0,5,1,1,2,1
2,50000.0,8281.0,1000.0,1000.0,2,2,2,2,1
0,50000.0,50665.0,1940.0,1407.0,0,2,1,2,1
0,280000.0,173092.0,5853.0,4422.0,0,1,1,1,1
2,50000.0,15006.0,0.0,2000.0,2,2,2,2,1
3,50000.0,30411.0,1500.0,0.0,2,1,1,3,1
1,150000.0,0.0,1505.0,0.0,-1,1,2,1,1
1,60000.0,28831.0,0.0,1050.0,2,2,2,3,1
0,200000.0,199343.0,10021.0,10036.0,0,1,1,3,1
1,50000.0,45652.0,0.0,4000.0,2,1,2,3,1
3,80000.0,72385.0,2000.0,2600.0,2,1,2,2,1
-1,290000.0,3486.0,550.0,1922.0,-1,1,2,1,1
2,130000.0,2880.0,2000.0,1000.0,2,2,2,2,1
-1,200000.0,9759.0,0.0,0.0,-1,1,1,2,1
-1,80000.0,6734.0,1990.0,4500.0,-1,2,2,1,1
2,50000.0,43205.0,4000.0,0.0,2,2,1,2,1
2,150000.0,120800.0,6000.0,3000.0,2,2,2,1,1
0,70000.0,17526.0,3000.0,0.0,0,2,1,2,1
3,160000.0,110819.0,0.0,9600.0,2,2,2,2,1
0,360000.0,25633.0,2000.0,1289.0,0,2,2,1,1
1,320000.0,0.0,0.0,1200.0,-2,2,2,1,1
2,180000.0,186895.0,0.0,6000.0,2,1,2,2,1
2,160000.0,131104.0,6300.0,5000.0,2,1,2,2,1
2,370000.0,376014.0,16000.0,13217.0,0,1,1,2,1
-1,210000.0,390.0,390.0,390.0,-1,2,2,2,1
1,30000.0,16609.0,0.0,2300.0,2,1,2,2,1
-1,20000.0,3305.0,2296.0,14777.0,-1,2,2,1,1
0,150000.0,147891.0,5004.0,4957.0,0,1,1,2,1
-1,360000.0,2473.0,0.0,0.0,-1,2,2,3,1
0,60000.0,14853.0,5000.0,8000.0,0,2,1,1,1
2,150000.0,116928.0,5006.0,3000.0,0,1,1,1,1
-1,240000.0,2690.0,2500.0,0.0,-1,1,1,3,1
1,130000.0,51559.0,0.0,2500.0,2,1,2,2,1
-2,280000.0,4378.0,2.0,322.0,-2,1,2,1,1
0,50000.0,48064.0,2091.0,1310.0,0,2,2,1,1
1,230000.0,0.0,0.0,324.0,-2,2,2,3,1
-1,130000.0,280.0,2038.0,311.0,-1,2,2,1,1
2,80000.0,72183.0,10895.0,0.0,2,2,1,2,1
2,120000.0,64139.0,2900.0,150.0,2,1,2,2,1
2,50000.0,27548.0,1478.0,1560.0,0,1,1,2,1
0,20000.0,16039.0,4000.0,0.0,0,1,1,2,1
0,50000.0,20831.0,1400.0,1360.0,0,1,2,3,1
-1,120000.0,4936.0,0.0,5696.0,2,1,1,2,1
1,120000.0,0.0,0.0,0.0,-2,2,2,2,1
1,50000.0,21824.0,0.0,3000.0,2,2,2,1,1
-1,320000.0,3196.0,7655.0,205211.0,-1,1,2,2,1
1,30000.0,13486.0,0.0,1528.0,2,2,1,3,1
2,140000.0,134073.0,0.0,10707.0,2,1,1,3,1
2,50000.0,45728.0,3800.0,3000.0,2,2,1,1,1
1,210000.0,0.0,1075.0,229.0,-1,2,2,2,1
2,180000.0,73618.0,4500.0,3000.0,2,2,2,1,1
-1,50000.0,3063.0,3625.0,0.0,-1,2,1,1,1
0,20000.0,13361.0,6020.0,141.0,0,2,1,1,1
0,20000.0,18523.0,3500.0,0.0,0,2,1,1,1
2,110000.0,85814.0,8500.0,2200.0,2,1,2,2,1
2,70000.0,29258.0,2352.0,2531.0,2,1,1,3,1
2,190000.0,69518.0,3500.0,2600.0,2,1,1,1,1
0,200000.0,233637.0,7000.0,8100.0,0,2,1,2,1
-1,50000.0,390.0,390.0,780.0,-1,1,1,2,1
1,20000.0,0.0,0.0,0.0,-2,2,1,1,1
2,20000.0,18075.0,1600.0,1601.0,0,1,2,2,1
0,80000.0,77714.0,5000.0,3000.0,0,1,2,2,1
0,50000.0,48928.0,2000.0,3505.0,0,1,2,2,1
2,190000.0,171462.0,0.0,10000.0,2,1,2,1,1
1,20000.0,5065.0,0.0,1500.0,2,2,2,2,1
0,70000.0,61762.0,9500.0,0.0,0,2,1,2,1
1,40000.0,36890.0,0.0,1989.0,2,2,2,2,1
0,60000.0,56166.0,2760.0,4941.0,0,1,2,2,1
-1,20000.0,10283.0,0.0,750.0,-1,2,1,1,1
0,50000.0,48726.0,2100.0,1600.0,0,2,1,2,1
2,80000.0,600.0,0.0,0.0,2,1,1,2,1
-1,150000.0,110.0,567.0,13504.0,-1,1,2,1,1
2,50000.0,10622.0,1500.0,1500.0,0,2,2,1,1
-1,80000.0,309.0,0.0,0.0,-1,2,2,2,1
0,50000.0,19926.0,4158.0,3500.0,0,1,2,1,1
2,20000.0,1650.0,0.0,0.0,2,2,1,3,1
1,80000.0,80461.0,37.0,2122.0,2,2,2,1,1
0,20000.0,12188.0,1220.0,1533.0,0,2,1,3,1
1,10000.0,7229.0,0.0,2035.0,2,1,1,3,1
1,50000.0,-42.0,26309.0,26479.0,-1,1,2,3,1
2,200000.0,157131.0,13500.0,6000.0,2,2,1,1,1
2,90000.0,18978.0,2000.0,3000.0,0,2,1,2,1
1,50000.0,12884.0,2000.0,0.0,2,2,2,1,1
3,30000.0,29774.0,1800.0,0.0,2,2,1,2,1
0,80000.0,31780.0,2000.0,2000.0,0,2,1,2,1
2,90000.0,37681.0,1519.0,5035.0,0,1,1,3,1
1,70000.0,70736.0,3000.0,2200.0,2,2,2,2,1
3,100000.0,110946.0,0.0,0.0,4,1,2,3,1
2,80000.0,81562.0,11.0,3500.0,2,1,1,2,1
0,20000.0,2652.0,1200.0,1500.0,0,2,1,1,1
1,20000.0,18558.0,2400.0,0.0,2,3,2,3,1
1,290000.0,170422.0,7594.0,0.0,2,2,2,1,1
2,30000.0,300.0,0.0,0.0,2,2,1,3,1
2,30000.0,27274.0,0.0,3000.0,2,2,1,1,1
2,200000.0,2500.0,0.0,0.0,2,1,2,3,1
0,20000.0,17091.0,3000.0,3006.0,0,2,2,2,1
-2,290000.0,184910.0,4166.0,3400.0,-2,2,1,1,1
-1,30000.0,2946.0,0.0,390.0,-1,2,2,3,1
0,140000.0,137730.0,4990.0,4975.0,0,1,2,3,1
-2,230000.0,316.0,316.0,2310.0,-2,1,2,3,1
2,80000.0,82628.0,2500.0,2404.0,0,1,2,2,1
0,70000.0,56626.0,2800.0,5000.0,0,2,1,2,1
2,160000.0,157818.0,7500.0,5800.0,2,2,2,2,1
1,360000.0,3551.0,0.0,0.0,3,1,1,2,1
0,40000.0,39092.0,1967.0,3300.0,0,2,2,2,1
-1,60000.0,390.0,390.0,390.0,-1,1,2,2,1
2,50000.0,47076.0,2617.0,2463.0,0,2,2,2,1
0,250000.0,296963.0,8000.0,7400.0,0,1,2,3,1
2,100000.0,97031.0,3500.0,0.0,2,1,2,2,1
2,30000.0,11851.0,2762.0,0.0,2,1,2,2,1
2,30000.0,25369.0,1700.0,1600.0,0,1,2,2,1
-1,50000.0,2823.0,0.0,1760.0,2,2,2,1,1
1,130000.0,2576.0,0.0,6000.0,2,2,2,1,1
-2,80000.0,8598.0,9467.0,0.0,-2,2,1,1,1
2,30000.0,13257.0,1300.0,0.0,2,2,2,3,1
0,60000.0,58078.0,2354.0,2538.0,0,1,1,2,1
2,90000.0,63426.0,2700.0,2500.0,0,1,2,2,1
2,30000.0,21767.0,3363.0,0.0,2,2,2,3,1
2,220000.0,161081.0,7100.0,7200.0,0,2,2,1,1
0,10000.0,15004.0,2452.0,1000.0,0,2,2,2,1
1,180000.0,2826.0,2000.0,200.0,2,1,1,2,1
